Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
9.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","0.61 [0.12, 2.95]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.61,0.12,2.95,9,1,Severe intraventricular haemorrhage (grade 3 or 4),SpO2 target 85 to 90%
9.2 SpO2 target 91 to 95%,3,416,"Risk Ratio (M‐H, Fixed, 95% CI)","0.78 [0.27, 2.24]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.78,0.27,2.24,9,2,Severe intraventricular haemorrhage (grade 3 or 4),SpO2 target 91 to 95%
10 Periventricular leukomalacia Show forest plot,2,130,"Risk Ratio (M‐H, Fixed, 95% CI)","0.66 [0.09, 4.73]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.66,0.09,4.73,10,,Periventricular leukomalacia,
10.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","1.21 [0.08, 18.09]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.21,0.08,18.09,10,1,Periventricular leukomalacia,SpO2 target 85 to 90%
10.2 SpO2 target 91 to 95%,1,88,"Risk Ratio (M‐H, Fixed, 95% CI)","0.33 [0.01, 7.97]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.33,0.01,7.97,10,2,Periventricular leukomalacia,SpO2 target 91 to 95%
11 Necrotising enterocolitis Show forest plot,6,669,"Risk Ratio (M‐H, Fixed, 95% CI)","0.81 [0.39, 1.67]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.81,0.39,1.67,11,,Necrotising enterocolitis,
11.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","0.4 [0.02, 9.29]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.4,0.02,9.29,11,1,Necrotising enterocolitis,SpO2 target 85 to 90%
11.2 SpO2 target 91 to 95%,5,627,"Risk Ratio (M‐H, Fixed, 95% CI)","0.85 [0.40, 1.79]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.85,0.4,1.79,11,2,Necrotising enterocolitis,SpO2 target 91 to 95%
12 Chronic lung disease (28 days age) Show forest plot,1,88,"Risk Ratio (M‐H, Fixed, 95% CI)","0.47 [0.23, 0.98]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.47,0.23,0.98,12,,Chronic lung disease (28 days age),
12.1 SpO2 target 91 to 95%,1,88,"Risk Ratio (M‐H, Fixed, 95% CI)","0.47 [0.23, 0.98]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.47,0.23,0.98,12,1,Chronic lung disease (28 days age),SpO2 target 91 to 95%
13 Chronic lung disease (36 weeks' corrected age) Show forest plot,7,734,"Risk Ratio (M‐H, Fixed, 95% CI)","0.93 [0.73, 1.19]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.93,0.73,1.19,13,,Chronic lung disease (36 weeks' corrected age),
13.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","0.73 [0.20, 2.65]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.73,0.2,2.65,13,1,Chronic lung disease (36 weeks' corrected age),SpO2 target 85 to 90%
13.2 SpO2 target 91 to 95%,6,692,"Risk Ratio (M‐H, Fixed, 95% CI)","0.94 [0.74, 1.21]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.94,0.74,1.21,13,2,Chronic lung disease (36 weeks' corrected age),SpO2 target 91 to 95%
14 Duration of respiratory support (mechanical ventilation or CPAP) (days from birth) Show forest plot,1,266,"Mean Difference (IV, Fixed, 95% CI)","‐13.70 [‐14.85, ‐12.55]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-13.7,-14.85,-12.55,14,,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),
14.1 SpO2 target 91 to 95%,1,266,"Mean Difference (IV, Fixed, 95% CI)","‐13.70 [‐14.85, ‐12.55]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-13.7,-14.85,-12.55,14,1,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),SpO2 target 91 to 95%
15 Duration of respiratory support (mechanical ventilation) (days from birth) Show forest plot,5,432,"Mean Difference (IV, Fixed, 95% CI)","0.91 [‐1.02, 2.85]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.91,-1.02,2.85,15,,Duration of respiratory support (mechanical ventilation) (days from birth),
15.1 SpO2 target 85 to 90%,1,42,"Mean Difference (IV, Fixed, 95% CI)","‐4.75 [‐37.24, 27.74]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-4.75,-37.24,27.74,15,1,Duration of respiratory support (mechanical ventilation) (days from birth),SpO2 target 85 to 90%
15.2 SpO2 target 91 to 95%,4,390,"Mean Difference (IV, Fixed, 95% CI)","0.94 [‐1.01, 2.88]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.94,-1.01,2.88,15,2,Duration of respiratory support (mechanical ventilation) (days from birth),SpO2 target 91 to 95%
16 Duration of respiratory support (CPAP) (days from birth) Show forest plot,3,171,"Mean Difference (IV, Fixed, 95% CI)","‐3.11 [‐7.08, 0.86]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-3.11,-7.08,0.86,16,,Duration of respiratory support (CPAP) (days from birth),
16.1 SpO2 target 85 to 90%,1,42,"Mean Difference (IV, Fixed, 95% CI)","12.0 [‐9.18, 33.18]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,12.0,-9.18,33.18,16,1,Duration of respiratory support (CPAP) (days from birth),SpO2 target 85 to 90%
16.2 Higher SpO2 target 91 to 95%,2,129,"Mean Difference (IV, Fixed, 95% CI)","‐3.66 [‐7.71, 0.38]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-3.66,-7.71,0.38,16,2,Duration of respiratory support (CPAP) (days from birth),Higher SpO2 target 91 to 95%
17 Duration of supplemental oxygen administration Show forest plot,3,501,"Mean Difference (IV, Fixed, 95% CI)","9.87 [7.12, 12.62]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,9.87,7.12,12.62,17,,Duration of supplemental oxygen administration,
17.1 SpO2 target 85 to 90%,1,42,"Mean Difference (IV, Fixed, 95% CI)","‐10.25 [‐50.97, 30.47]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-10.25,-50.97,30.47,17,1,Duration of supplemental oxygen administration,SpO2 target 85 to 90%
17.2 SpO2 target 91 to 95%,2,459,"Mean Difference (IV, Fixed, 95% CI)","9.96 [7.21, 12.71]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,9.96,7.21,12.71,17,2,Duration of supplemental oxygen administration,SpO2 target 91 to 95%
18 Mortality to follow up (> 18 months) Show forest plot,2,480,"Risk Ratio (M‐H, Fixed, 95% CI)","1.22 [0.65, 2.29]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.22,0.65,2.29,18,,Mortality to follow up (> 18 months),
18.1 SpO2 target 91 to 95%,2,480,"Risk Ratio (M‐H, Fixed, 95% CI)","1.22 [0.65, 2.29]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.22,0.65,2.29,18,1,Mortality to follow up (> 18 months),SpO2 target 91 to 95%
19 Duration of hospitalisation (days) Show forest plot,2,156,"Mean Difference (IV, Fixed, 95% CI)","‐4.35 [‐15.26, 6.57]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-4.35,-15.26,6.57,19,,Duration of hospitalisation (days),
19.1 SpO2 target 91 to 95%,2,156,"Mean Difference (IV, Fixed, 95% CI)","‐4.35 [‐15.26, 6.57]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,-4.35,-15.26,6.57,19,1,Duration of hospitalisation (days),SpO2 target 91 to 95%
20 Patent ductus arteriosus (not prespecified) Show forest plot,5,628,"Risk Ratio (M‐H, Fixed, 95% CI)","0.96 [0.75, 1.22]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.96,0.75,1.22,20,,Patent ductus arteriosus (not prespecified),
20.1 SpO2 target 85 to 90%,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","1.10 [0.60, 2.01]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,1.1,0.6,2.01,20,1,Patent ductus arteriosus (not prespecified),SpO2 target 85 to 90%
20.2 SpO2 target 91 to 95%,4,586,"Risk Ratio (M‐H, Fixed, 95% CI)","0.94 [0.72, 1.22]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by highest SpO2 limit at 10 minutes,4,0.94,0.72,1.22,20,2,Patent ductus arteriosus (not prespecified),SpO2 target 91 to 95%
1 Mortality near term corrected age or discharge (latest reported) Show forest plot,8,832,"Risk Ratio (M‐H, Fixed, 95% CI)","1.01 [0.66, 1.55]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.01,0.66,1.55,1,,Mortality near term corrected age or discharge (latest reported),
1.1 Gestation ≤ 28 weeks,8,516,"Risk Ratio (M‐H, Fixed, 95% CI)","1.04 [0.68, 1.61]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.04,0.68,1.61,1,1,Mortality near term corrected age or discharge (latest reported),Gestation ≤ 28 weeks
1.2 Gestation > 28 to 32 weeks,4,316,"Risk Ratio (M‐H, Fixed, 95% CI)","0.5 [0.05, 5.26]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.5,0.05,5.26,1,2,Mortality near term corrected age or discharge (latest reported),Gestation > 28 to 32 weeks
2 Neurodevelopmental disability Show forest plot,1,31,"Risk Ratio (M‐H, Fixed, 95% CI)","3.64 [0.42, 31.27]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,3.64,0.42,31.27,2,,Neurodevelopmental disability,
2.1 Gestation ≤ 28 weeks,1,31,"Risk Ratio (M‐H, Fixed, 95% CI)","3.64 [0.42, 31.27]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,3.64,0.42,31.27,2,1,Neurodevelopmental disability,Gestation ≤ 28 weeks
3 IPPV in the delivery room Show forest plot,2,102,"Risk Ratio (M‐H, Fixed, 95% CI)","0.96 [0.84, 1.09]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.96,0.84,1.09,3,,IPPV in the delivery room,
3.1 Gestation ≤ 28 weeks,2,102,"Risk Ratio (M‐H, Fixed, 95% CI)","0.96 [0.84, 1.09]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.96,0.84,1.09,3,1,IPPV in the delivery room,Gestation ≤ 28 weeks
4 Intubation in the delivery room Show forest plot,4,467,"Risk Ratio (M‐H, Fixed, 95% CI)","1.08 [0.85, 1.35]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.08,0.85,1.35,4,,Intubation in the delivery room,
4.1 Gestation ≤ 28 weeks,4,338,"Risk Ratio (M‐H, Fixed, 95% CI)","1.06 [0.84, 1.34]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.06,0.84,1.34,4,1,Intubation in the delivery room,Gestation ≤ 28 weeks
4.2 Gestation > 28 to 32 weeks,1,129,"Risk Ratio (M‐H, Fixed, 95% CI)","1.20 [0.49, 2.97]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.2,0.49,2.97,4,2,Intubation in the delivery room,Gestation > 28 to 32 weeks
5 Time to reach desired oxygen saturation target Show forest plot,2,102,"Mean Difference (IV, Fixed, 95% CI)","‐0.52 [‐1.83, 0.79]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,-0.52,-1.83,0.79,5,,Time to reach desired oxygen saturation target,
5.1 Gestation ≤ 28 weeks,2,102,"Mean Difference (IV, Fixed, 95% CI)","‐0.52 [‐1.83, 0.79]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,-0.52,-1.83,0.79,5,1,Time to reach desired oxygen saturation target,Gestation ≤ 28 weeks
6 Time to reach heart rate > 100 bpm Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","0.27 [‐1.21, 1.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.27,-1.21,1.75,6,,Time to reach heart rate > 100 bpm,
6.1 Gestation ≤ 28 weeks,1,60,"Mean Difference (IV, Fixed, 95% CI)","0.27 [‐1.21, 1.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.27,-1.21,1.75,6,1,Time to reach heart rate > 100 bpm,Gestation ≤ 28 weeks
7 Retinopathy of prematurity Show forest plot,4,259,"Risk Ratio (M‐H, Fixed, 95% CI)","0.72 [0.38, 1.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.72,0.38,1.33,7,,Retinopathy of prematurity,
7.1 Gestation ≤ 28 weeks,4,259,"Risk Ratio (M‐H, Fixed, 95% CI)","0.72 [0.38, 1.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.72,0.38,1.33,7,1,Retinopathy of prematurity,Gestation ≤ 28 weeks
8 Severe retinopathy of prematurity (≥ stage 3) Show forest plot,5,464,"Risk Ratio (M‐H, Fixed, 95% CI)","0.93 [0.46, 1.89]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.93,0.46,1.89,8,,Severe retinopathy of prematurity (≥ stage 3),
8.1 Gestation ≤ 28 weeks,5,317,"Risk Ratio (M‐H, Fixed, 95% CI)","0.88 [0.43, 1.82]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.88,0.43,1.82,8,1,Severe retinopathy of prematurity (≥ stage 3),Gestation ≤ 28 weeks
8.2 Gestation > 28 to 32 weeks,1,147,"Risk Ratio (M‐H, Fixed, 95% CI)","2.26 [0.09, 54.54]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,2.26,0.09,54.54,8,2,Severe retinopathy of prematurity (≥ stage 3),Gestation > 28 to 32 weeks
9 Intraventricular haemorrhage Show forest plot,2,217,"Risk Ratio (M‐H, Fixed, 95% CI)","0.87 [0.52, 1.48]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.87,0.52,1.48,9,,Intraventricular haemorrhage,
9.1 Gestation ≤ 28 weeks,2,217,"Risk Ratio (M‐H, Fixed, 95% CI)","0.87 [0.52, 1.48]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.87,0.52,1.48,9,1,Intraventricular haemorrhage,Gestation ≤ 28 weeks
10 Severe intraventricular haemorrhage (grade 3 or 4) Show forest plot,6,537,"Risk Ratio (M‐H, Fixed, 95% CI)","1.02 [0.55, 1.87]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.02,0.55,1.87,10,,Severe intraventricular haemorrhage (grade 3 or 4),
10.1 Gestation ≤ 28 weeks,6,388,"Risk Ratio (M‐H, Fixed, 95% CI)","0.95 [0.51, 1.79]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.95,0.51,1.79,10,1,Severe intraventricular haemorrhage (grade 3 or 4),Gestation ≤ 28 weeks
10.2 Gestation > 28 to 32 weeks,2,149,"Risk Ratio (M‐H, Fixed, 95% CI)","3.27 [0.15, 72.23]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,3.27,0.15,72.23,10,2,Severe intraventricular haemorrhage (grade 3 or 4),Gestation > 28 to 32 weeks
11 Periventricular leukomalacia Show forest plot,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","1.21 [0.08, 18.09]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.21,0.08,18.09,11,,Periventricular leukomalacia,
11.1 Gestation ≤ 28 weeks,1,42,"Risk Ratio (M‐H, Fixed, 95% CI)","1.21 [0.08, 18.09]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.21,0.08,18.09,11,1,Periventricular leukomalacia,Gestation ≤ 28 weeks
12 Necrotising enterocolitis Show forest plot,7,731,"Risk Ratio (M‐H, Fixed, 95% CI)","1.57 [0.78, 3.17]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.57,0.78,3.17,12,,Necrotising enterocolitis,
12.1 Gestation ≤ 28 weeks,7,483,"Risk Ratio (M‐H, Fixed, 95% CI)","1.79 [0.80, 4.01]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.79,0.8,4.01,12,1,Necrotising enterocolitis,Gestation ≤ 28 weeks
12.2 Gestation > 28 to 32 weeks,3,248,"Risk Ratio (M‐H, Fixed, 95% CI)","1.02 [0.23, 4.47]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.02,0.23,4.47,12,2,Necrotising enterocolitis,Gestation > 28 to 32 weeks
13 Chronic lung disease (28 days age) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","1.27 [0.53, 3.05]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.27,0.53,3.05,13,,Chronic lung disease (28 days age),
13.1 Gestation ≤ 28 weeks,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","1.27 [0.53, 3.05]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.27,0.53,3.05,13,1,Chronic lung disease (28 days age),Gestation ≤ 28 weeks
14 Chronic lung disease (36 weeks' corrected age) Show forest plot,8,694,"Risk Ratio (M‐H, Fixed, 95% CI)","0.90 [0.72, 1.13]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.9,0.72,1.13,14,,Chronic lung disease (36 weeks' corrected age),
14.1 Gestation ≤ 28 weeks,8,411,"Risk Ratio (M‐H, Fixed, 95% CI)","0.90 [0.72, 1.13]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.9,0.72,1.13,14,1,Chronic lung disease (36 weeks' corrected age),Gestation ≤ 28 weeks
14.2 Gestation > 28 to 32 weeks,3,283,"Risk Ratio (M‐H, Fixed, 95% CI)","0.92 [0.36, 2.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.92,0.36,2.33,14,2,Chronic lung disease (36 weeks' corrected age),Gestation > 28 to 32 weeks
15 Duration of respiratory support (mechanical ventilation or CPAP) (days from birth) Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","1.06 [‐2.63, 4.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.06,-2.63,4.75,15,,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),
15.1 Gestation ≤ 28 weeks,1,60,"Mean Difference (IV, Fixed, 95% CI)","1.06 [‐2.63, 4.75]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.06,-2.63,4.75,15,1,Duration of respiratory support (mechanical ventilation or CPAP) (days from birth),Gestation ≤ 28 weeks
16 Duration of respiratory support (mechanical ventilation) (days from birth) Show forest plot,2,120,"Mean Difference (IV, Fixed, 95% CI)","‐13.64 [‐32.62, 5.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,-13.64,-32.62,5.33,16,,Duration of respiratory support (mechanical ventilation) (days from birth),
16.1 Gestation ≤ 28 weeks,2,120,"Mean Difference (IV, Fixed, 95% CI)","‐13.64 [‐32.62, 5.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,-13.64,-32.62,5.33,16,1,Duration of respiratory support (mechanical ventilation) (days from birth),Gestation ≤ 28 weeks
17 Duration of respiratory support (CPAP) (days from birth) Show forest plot,2,120,"Mean Difference (IV, Fixed, 95% CI)","‐2.09 [‐12.85, 8.67]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,-2.09,-12.85,8.67,17,,Duration of respiratory support (CPAP) (days from birth),
17.1 Gestation ≤ 28 weeks,2,120,"Mean Difference (IV, Fixed, 95% CI)","‐2.09 [‐12.85, 8.67]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,-2.09,-12.85,8.67,17,1,Duration of respiratory support (CPAP) (days from birth),Gestation ≤ 28 weeks
18 Duration of supplemental oxygen administration Show forest plot,3,180,"Mean Difference (IV, Fixed, 95% CI)","‐0.50 [‐16.90, 15.91]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,-0.5,-16.9,15.91,18,,Duration of supplemental oxygen administration,
18.1 Gestation ≤ 28 weeks,3,180,"Mean Difference (IV, Fixed, 95% CI)","‐0.50 [‐16.90, 15.91]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,-0.5,-16.9,15.91,18,1,Duration of supplemental oxygen administration,Gestation ≤ 28 weeks
19 Mortality to follow up (> 18 months) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.55 [0.20, 1.53]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.55,0.2,1.53,19,,Mortality to follow up (> 18 months),
19.1 Gestation ≤ 28 weeks,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.55 [0.20, 1.53]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.55,0.2,1.53,19,1,Mortality to follow up (> 18 months),Gestation ≤ 28 weeks
20 Postnatal growth failure (weight < 10th percentile at discharge) Show forest plot,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.86 [0.55, 1.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.86,0.55,1.33,20,,Postnatal growth failure (weight < 10th percentile at discharge),
20.1 Gestation ≤ 28 weeks,1,60,"Risk Ratio (M‐H, Fixed, 95% CI)","0.86 [0.55, 1.33]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.86,0.55,1.33,20,1,Postnatal growth failure (weight < 10th percentile at discharge),Gestation ≤ 28 weeks
21 Duration of hospitalisation (days) Show forest plot,1,60,"Mean Difference (IV, Fixed, 95% CI)","28.0 [‐8.96, 64.96]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,28.0,-8.96,64.96,21,,Duration of hospitalisation (days),
21.1 Gestation ≤ 28 weeks,1,60,"Mean Difference (IV, Fixed, 95% CI)","28.0 [‐8.96, 64.96]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,28.0,-8.96,64.96,21,1,Duration of hospitalisation (days),Gestation ≤ 28 weeks
22 Patent ductus arteriosus (not prespecified) Show forest plot,7,710,"Risk Ratio (M‐H, Fixed, 95% CI)","0.96 [0.81, 1.14]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.96,0.81,1.14,22,,Patent ductus arteriosus (not prespecified),
22.1 Gestation ≤ 28 weeks,7,483,"Risk Ratio (M‐H, Fixed, 95% CI)","0.95 [0.80, 1.14]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,0.95,0.8,1.14,22,1,Patent ductus arteriosus (not prespecified),Gestation ≤ 28 weeks
22.2 Gestation > 28 to 32 weeks,2,227,"Risk Ratio (M‐H, Fixed, 95% CI)","1.05 [0.54, 2.05]",Lower (FiO2 < 0.4) versus higher (FiO2 ≥ 0.4) oxygen concentration subgrouped by gestational age,5,1.05,0.54,2.05,22,2,Patent ductus arteriosus (not prespecified),Gestation > 28 to 32 weeks
